"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0006995" "GO:0006995" "cellular response to nitrogen starvation" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "GABARAPL1" 1
"GO:0008063" "GO:0008063" "Toll signaling pathway" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "TRAF3" 1
"GO:0008228" "GO:0008228" "opsonization" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "LBP" 1
"GO:0009086" "GO:0009086" "methionine biosynthetic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "APIP" 1
"GO:0009174" "GO:0009174" "pyrimidine ribonucleoside monophosphate biosynthetic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CDA" 1
"GO:0010739" "GO:0010739" "positive regulation of protein kinase A signaling" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "TCIM" 1
"GO:0014051" "GO:0014051" "gamma-aminobutyric acid secretion" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "SLC6A1" 1
"GO:0015866" "GO:0015866" "ADP transport" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "SLC25A4" 1
"GO:0016185" "GO:0016185" "synaptic vesicle budding from presynaptic endocytic zone membrane" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "DNM1" 1
"GO:0021681" "GO:0021681" "cerebellar granular layer development" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "PROX1" 1
"GO:0030167" "GO:0030167" "proteoglycan catabolic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "NAGLU" 1
"GO:0030322" "GO:0030322" "stabilization of membrane potential" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "KCNK6" 1
"GO:0030656" "GO:0030656" "regulation of vitamin metabolic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CLYBL" 1
"GO:0032621" "GO:0032621" "interleukin-18 production" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CD84" 1
"GO:0032661" "GO:0032661" "regulation of interleukin-18 production" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CD84" 1
"GO:0034392" "GO:0034392" "negative regulation of smooth muscle cell apoptotic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "STUB1" 1
"GO:0034975" "GO:0034975" "protein folding in endoplasmic reticulum" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "P4HB" 1
"GO:0035845" "GO:0035845" "photoreceptor cell outer segment organization" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "PRPH2" 1
"GO:0042415" "GO:0042415" "norepinephrine metabolic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "EDNRA" 1
"GO:0042532" "GO:0042532" "negative regulation of tyrosine phosphorylation of STAT protein" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "PPP2CA" 1
"GO:0043383" "GO:0043383" "negative T cell selection" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CD74" 1
"GO:0043562" "GO:0043562" "cellular response to nitrogen levels" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "GABARAPL1" 1
"GO:0045050" "GO:0045050" "protein insertion into ER membrane by stop-transfer membrane-anchor sequence" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "EMC4" 1
"GO:0045348" "GO:0045348" "positive regulation of MHC class II biosynthetic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "TLR4" 1
"GO:0045916" "GO:0045916" "negative regulation of complement activation" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "A2M" 1
"GO:0045986" "GO:0045986" "negative regulation of smooth muscle contraction" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "DOCK4" 1
"GO:0046051" "GO:0046051" "UTP metabolic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "NME9" 1
"GO:0046349" "GO:0046349" "amino sugar biosynthetic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "UAP1L1" 1
"GO:0046710" "GO:0046710" "GDP metabolic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "TJP2" 1
"GO:0048755" "GO:0048755" "branching morphogenesis of a nerve" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "FGF13" 1
"GO:0051469" "GO:0051469" "vesicle fusion with vacuole" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CHMP1B" 1
"GO:0060149" "GO:0060149" "negative regulation of post-transcriptional gene silencing" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "ZMPSTE24" 1
"GO:0060330" "GO:0060330" "regulation of response to type II interferon" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "NLRC5" 1
"GO:0060334" "GO:0060334" "regulation of type II interferon-mediated signaling pathway" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "NLRC5" 1
"GO:0060732" "GO:0060732" "positive regulation of inositol phosphate biosynthetic process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "P2RY1" 1
"GO:0060967" "GO:0060967" "negative regulation of gene silencing by regulatory ncRNA" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "ZMPSTE24" 1
"GO:0061763" "GO:0061763" "multivesicular body-lysosome fusion" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CHMP1B" 1
"GO:0070213" "GO:0070213" "protein auto-ADP-ribosylation" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "PARP12" 1
"GO:0070863" "GO:0070863" "positive regulation of protein exit from endoplasmic reticulum" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CD81" 1
"GO:0072710" "GO:0072710" "response to hydroxyurea" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "ATRX" 1
"GO:0090306" "GO:0090306" "meiotic spindle assembly" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "SEPTIN1" 1
"GO:0090715" "GO:0090715" "immunological memory formation process" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "BCL6" 1
"GO:0097067" "GO:0097067" "cellular response to thyroid hormone stimulus" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "RDX" 1
"GO:0098528" "GO:0098528" "skeletal muscle fiber differentiation" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "RBM24" 1
"GO:1900369" "GO:1900369" "negative regulation of post-transcriptional gene silencing by regulatory ncRNA" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "ZMPSTE24" 1
"GO:1901678" "GO:1901678" "iron coordination entity transport" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "SLC22A17" 1
"GO:1902358" "GO:1902358" "sulfate transmembrane transport" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "SLC26A9" 1
"GO:1902548" "GO:1902548" "negative regulation of cellular response to vascular endothelial growth factor stimulus" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "ADGRA2" 1
"GO:1902855" "GO:1902855" "regulation of non-motile cilium assembly" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "SEPTIN9" 1
"GO:1903059" "GO:1903059" "regulation of protein lipidation" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "RAB3GAP1" 1
"GO:1905048" "GO:1905048" "regulation of metallopeptidase activity" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "TIMP2" 1
"GO:0002223" "GO:0002223" "stimulatory C-type lectin receptor signaling pathway" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "IKBKB/PAK1" 2
"GO:0002888" "GO:0002888" "positive regulation of myeloid leukocyte mediated immunity" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "DDX1/HLA-E" 2
"GO:0007205" "GO:0007205" "protein kinase C-activating G protein-coupled receptor signaling pathway" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "DGKG/PRKD3" 2
"GO:0008090" "GO:0008090" "retrograde axonal transport" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "SNAPIN/MAP1A" 2
"GO:0009162" "GO:0009162" "deoxyribonucleoside monophosphate metabolic process" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "NT5C1A/GDA" 2
"GO:0010839" "GO:0010839" "negative regulation of keratinocyte proliferation" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "IRF6/EPPK1" 2
"GO:0010954" "GO:0010954" "positive regulation of protein processing" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "MYH9/GSN" 2
"GO:0015721" "GO:0015721" "bile acid and bile salt transport" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "ABCC3/ABCC4" 2
"GO:0016075" "GO:0016075" "rRNA catabolic process" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "EXOSC7/EXOSC8" 2
"GO:0016973" "GO:0016973" "poly(A)+ mRNA export from nucleus" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "ZC3H11A/SARNP" 2
"GO:0042573" "GO:0042573" "retinoic acid metabolic process" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "RBP1/ADH1C" 2
"GO:0043249" "GO:0043249" "erythrocyte maturation" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "KLF2/TAL1" 2
"GO:0045624" "GO:0045624" "positive regulation of T-helper cell differentiation" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "IL4R/NFKBIZ" 2
"GO:0046426" "GO:0046426" "negative regulation of receptor signaling pathway via JAK-STAT" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "SH2B3/PPP2CA" 2
"GO:0050961" "GO:0050961" "detection of temperature stimulus involved in sensory perception" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "ANO1/DISC1" 2
"GO:0055070" "GO:0055070" "copper ion homeostasis" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "MT2A/APP" 2
"GO:0097049" "GO:0097049" "motor neuron apoptotic process" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "CNTFR/BCL2" 2
"GO:1903859" "GO:1903859" "regulation of dendrite extension" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "NEDD4L/SYT1" 2
"GO:1990840" "GO:1990840" "response to lectin" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "IKBKB/PAK1" 2
"GO:1990858" "GO:1990858" "cellular response to lectin" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "IKBKB/PAK1" 2
"GO:2000647" "GO:2000647" "negative regulation of stem cell proliferation" "2/2329" "20/14382" 0.858094558444975 0.979874145434601 0.815444327117599 "IRF6/RARG" 2
"GO:0010952" "GO:0010952" "positive regulation of peptidase activity" "20/2329" "150/14382" 0.858164549366037 0.979874145434601 0.815444327117599 "GRN/SENP1/VSIR/DAP/EPHA4/APH1A/CTSD/ROCK2/UACA/ARL6IP5/GSN/RPS3/AIFM1/PINK1/DLC1/SMAD3/LGALS9/GRIN2A/ASPH/RACK1" 20
"GO:0031577" "GO:0031577" "spindle checkpoint signaling" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "CHFR/IK/CDK5RAP2/DYNC1LI1/LCMT1" 5
"GO:0036230" "GO:0036230" "granulocyte activation" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "GRN/KARS1/PREX1/IL15/PLA2G2A" 5
"GO:0042789" "GO:0042789" "mRNA transcription by RNA polymerase II" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "SREBF1/ATF4/NCBP1/NFKBIZ/FLNA" 5
"GO:0043039" "GO:0043039" "tRNA aminoacylation" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "KARS1/IARS2/LARS1/CARS2/AARSD1" 5
"GO:0051703" "GO:0051703" "biological process involved in intraspecies interaction between organisms" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "PCM1/DVL1/RPTOR/EN1/SHANK3" 5
"GO:0090329" "GO:0090329" "regulation of DNA-templated DNA replication" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "FGFR1/ZMPSTE24/ATRX/BCL6/E2F8" 5
"GO:0099054" "GO:0099054" "presynapse assembly" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "DVL1/WNT5A/PCDH17/SDCBP/APP" 5
"GO:0140894" "GO:0140894" "endolysosomal toll-like receptor signaling pathway" "5/2329" "44/14382" 0.861664505964204 0.982294085309082 0.817458183949934 "IKBKB/UNC93B1/RNF170/RFTN1/RAB7B" 5
"GO:0000910" "GO:0000910" "cytokinesis" "23/2329" "171/14382" 0.862006709528418 0.982487423034793 0.817619078236596 "CUL3/SH3GLB1/MYH9/CSPP1/UNC119/ACTR3/E2F8/EXOC4/MYH10/ROCK2/KIF13A/NUSAP1/RHOC/SEPTIN8/CENPV/BCL2L1/SNX33/PLK3/SEPTIN1/EXOC3/SEPTIN9/CALM1/CHMP1B" 23
"GO:0006892" "GO:0006892" "post-Golgi vesicle-mediated transport" "13/2329" "102/14382" 0.862369106640368 0.982703694694089 0.817799057980434 "ATP2C1/RABEP1/RAB10/EPS15/KIF16B/CSK/GOLPH3/ACSL3/EXOC4/KIF13A/ASB15/RAB31/RACK1" 13
"GO:0071709" "GO:0071709" "membrane assembly" "7/2329" "59/14382" 0.862567284628147 0.982705783402801 0.817800796189038 "NSFL1C/CAV2/RFTN1/UBXN2A/BANF1/CAV3/CHMP1B" 7
"GO:0000209" "GO:0000209" "protein polyubiquitination" "35/2329" "252/14382" 0.862716233250843 0.982705783402801 0.817800796189038 "UBE3C/CUL3/NEDD4L/CHFR/ANAPC5/HECTD1/STUB1/FZR1/PRPF19/UBE4A/CBL/TRIM38/TRIM32/KBTBD7/RNF170/TRAF3/UBE2G1/TPP2/MARCHF7/RNF144B/BARD1/FBXO38/RMND5A/TRIP12/UBE2V2/UBE2E3/BCL2/RNF152/WSB2/UBE2N/TTC3/CEP63/PPIA/WWP2/UBE2V1" 35
"GO:0044773" "GO:0044773" "mitotic DNA damage checkpoint signaling" "10/2329" "81/14382" 0.865080037882019 0.984738094541662 0.819492071131686 "MSH2/FZR1/NOP53/CCND1/CCNG1/RINT1/BRSK1/RPL26/TRIAP1/PLK3" 10
"GO:0002437" "GO:0002437" "inflammatory response to antigenic stimulus" "8/2329" "67/14382" 0.869947218739579 0.984738094541662 0.819492071131686 "KARS1/CD81/PARK7/SELENOS/NOTCH2/NOTCH1/A2M/HLA-E" 8
"GO:0002360" "GO:0002360" "T cell lineage commitment" "3/2329" "29/14382" 0.870623534403399 0.984738094541662 0.819492071131686 "IL6R/STAT6/BCL2" 3
"GO:0009268" "GO:0009268" "response to pH" "3/2329" "29/14382" 0.870623534403399 0.984738094541662 0.819492071131686 "SLC9A1/ARSB/GPR4" 3
"GO:0034067" "GO:0034067" "protein localization to Golgi apparatus" "3/2329" "29/14382" 0.870623534403399 0.984738094541662 0.819492071131686 "RIPOR1/GOLPH3/OBSL1" 3
"GO:0034121" "GO:0034121" "regulation of toll-like receptor signaling pathway" "3/2329" "29/14382" 0.870623534403399 0.984738094541662 0.819492071131686 "MFHAS1/OTUD4/LGR4" 3
"GO:1902235" "GO:1902235" "regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway" "3/2329" "29/14382" 0.870623534403399 0.984738094541662 0.819492071131686 "PARK7/SELENOS/BCL2L1" 3
"GO:0010656" "GO:0010656" "negative regulation of muscle cell apoptotic process" "4/2329" "37/14382" 0.871213150112152 0.984738094541662 0.819492071131686 "STUB1/PTK2B/MYOCD/ZC3H12A" 4
"GO:0050691" "GO:0050691" "regulation of defense response to virus by host" "4/2329" "37/14382" 0.871213150112152 0.984738094541662 0.819492071131686 "STAT1/APOBEC3F/ZC3H12A/IL15" 4
"GO:0010950" "GO:0010950" "positive regulation of endopeptidase activity" "18/2329" "138/14382" 0.871657770468872 0.984738094541662 0.819492071131686 "SENP1/VSIR/DAP/EPHA4/APH1A/CTSD/ROCK2/UACA/ARL6IP5/GSN/RPS3/AIFM1/DLC1/SMAD3/LGALS9/GRIN2A/ASPH/RACK1" 18
"GO:0051236" "GO:0051236" "establishment of RNA localization" "20/2329" "152/14382" 0.87300988621085 0.984738094541662 0.819492071131686 "AKAP8L/ZC3H11A/YBX1/IGF2BP2/KHSRP/CASC3/MRPL18/FXR1/HNRNPA2B1/NUP153/RFTN1/NUP210/NCBP1/NUP205/SENP2/NPIPA1/RBM33/ZFP36L1/ARC/SARNP" 20
"GO:1901607" "GO:1901607" "alpha-amino acid biosynthetic process" "7/2329" "60/14382" 0.873857915005856 0.984738094541662 0.819492071131686 "AASS/ILVBL/PARK7/GOT1/ASL/ASS1/APIP" 7
"GO:0033046" "GO:0033046" "negative regulation of sister chromatid segregation" "5/2329" "45/14382" 0.874560453245002 0.984738094541662 0.819492071131686 "IK/CDK5RAP2/DYNC1LI1/RAD21/LCMT1" 5
"GO:0033048" "GO:0033048" "negative regulation of mitotic sister chromatid segregation" "5/2329" "45/14382" 0.874560453245002 0.984738094541662 0.819492071131686 "IK/CDK5RAP2/DYNC1LI1/RAD21/LCMT1" 5
"GO:0043038" "GO:0043038" "amino acid activation" "5/2329" "45/14382" 0.874560453245002 0.984738094541662 0.819492071131686 "KARS1/IARS2/LARS1/CARS2/AARSD1" 5
"GO:0045841" "GO:0045841" "negative regulation of mitotic metaphase/anaphase transition" "5/2329" "45/14382" 0.874560453245002 0.984738094541662 0.819492071131686 "IK/CDK5RAP2/DYNC1LI1/RAD21/LCMT1" 5
"GO:2000816" "GO:2000816" "negative regulation of mitotic sister chromatid separation" "5/2329" "45/14382" 0.874560453245002 0.984738094541662 0.819492071131686 "IK/CDK5RAP2/DYNC1LI1/RAD21/LCMT1" 5
"GO:0048477" "GO:0048477" "oogenesis" "10/2329" "82/14382" 0.874754121667935 0.984738094541662 0.819492071131686 "PTK2B/TUT4/BMPR1B/AKT1/DIAPH2/EDNRA/NPR2/METTL3/BCL2/NANOS1" 10
"GO:0000244" "GO:0000244" "spliceosomal tri-snRNP complex assembly" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "PRPF6/PRPF19" 2
"GO:0001832" "GO:0001832" "blastocyst growth" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "RTF1/INTS1" 2
"GO:0001963" "GO:0001963" "synaptic transmission, dopaminergic" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "PARK7/PINK1" 2
"GO:0008156" "GO:0008156" "negative regulation of DNA replication" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "BCL6/S100A11" 2
"GO:0009072" "GO:0009072" "aromatic amino acid metabolic process" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "PARK7/QDPR" 2
"GO:0021756" "GO:0021756" "striatum development" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "SECISBP2/SHANK3" 2
"GO:0033081" "GO:0033081" "regulation of T cell differentiation in thymus" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "SOS2/EGR3" 2
"GO:0033962" "GO:0033962" "P-body assembly" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "LIMD1/CNOT7" 2
"GO:0034471" "GO:0034471" "ncRNA 5'-end processing" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "HSD17B10/THG1L" 2
"GO:0045745" "GO:0045745" "positive regulation of G protein-coupled receptor signaling pathway" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "NOS1/ITGB3" 2
"GO:0050855" "GO:0050855" "regulation of B cell receptor signaling pathway" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "CD81/PLCL2" 2
"GO:0051131" "GO:0051131" "chaperone-mediated protein complex assembly" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "STUB1/PTGES3" 2
"GO:0097066" "GO:0097066" "response to thyroid hormone" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "CAB39/RDX" 2
"GO:0098780" "GO:0098780" "response to mitochondrial depolarisation" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "PINK1/HK2" 2
"GO:1900407" "GO:1900407" "regulation of cellular response to oxidative stress" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "AIFM2/PINK1" 2
"GO:1901028" "GO:1901028" "regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "SLC25A4/FZD9" 2
"GO:1901673" "GO:1901673" "regulation of mitotic spindle assembly" "2/2329" "21/14382" 0.876374096953165 0.984738094541662 0.819492071131686 "EML3/CHMP1B" 2
"GO:2000779" "GO:2000779" "regulation of double-strand break repair" "16/2329" "125/14382" 0.878580983500662 0.984738094541662 0.819492071131686 "ARID1B/TOP2B/SMARCD3/SLF2/CYREN/MORF4L2/DEK/PHF10/RNF169/HDGFL2/NUDT16L1/UBE2V2/RUVBL1/UBE2N/EP400/PPP4R3B" 16
"GO:0006275" "GO:0006275" "regulation of DNA replication" "15/2329" "118/14382" 0.878665962236007 0.984738094541662 0.819492071131686 "FGFR1/ZMPSTE24/ATRX/CHRAC1/SMC3/PPP2CA/BCL6/INO80D/ID3/E2F8/EGFR/POLE3/S100A11/RUVBL1/FAF1" 15
"GO:0046632" "GO:0046632" "alpha-beta T cell differentiation" "14/2329" "111/14382" 0.878991545599761 0.984738094541662 0.819492071131686 "RORA/IL4R/BCL6/RPL22/ITPKB/NFKBIZ/SH3RF1/IL6R/ZC3H12A/STAT6/LGALS9/JUNB/BCL2/PDP2" 14
"GO:0000959" "GO:0000959" "mitochondrial RNA metabolic process" "6/2329" "53/14382" 0.879181028843513 0.984738094541662 0.819492071131686 "ELAC2/HSD17B10/SLIRP/GRSF1/RPUSD4/SLC25A33" 6
